MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:94909,Dmd,"dystrophin, muscular dystrophy",X,,vinculin binding,,,ISO,P11532 ,J:164563 
MGI:99670,Dmtn,dematin actin binding protein,14,,actin binding,,,ISO,Q08495 ,J:164563 
MGI:99670,Dmtn,dematin actin binding protein,14,,actin filament binding,,,IBA,PTN001198097 ,J:265628 
MGI:99670,Dmtn,dematin actin binding protein,14,,spectrin binding,,,ISO,Q08495 ,J:164563 
MGI:1921462,Dnal1,"dynein, axonemal, light chain 1",12,,alpha-tubulin binding,,,IBA,PTN002392311 ,J:265628 
MGI:1921462,Dnal1,"dynein, axonemal, light chain 1",12,,alpha-tubulin binding,,,ISO,Q4LDG9 ,J:164563 
MGI:103157,Dnase1,deoxyribonuclease I,16,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:107384,Dnm1,dynamin 1,2,,microtubule binding,,,IBA,PTN000170013 ,J:265628 
MGI:1921256,Dnm1l,dynamin 1-like,16,,microtubule binding,,,IBA,PTN000170013 ,J:265628 
MGI:109547,Dnm2,dynamin 2,9,,microtubule binding,,,IBA,PTN000170013 ,J:265628 
MGI:1341299,Dnm3,dynamin 3,1,,microtubule binding,,,IBA,PTN000170013 ,J:265628 
MGI:1349763,Dpysl2,dihydropyrimidinase-like 2,14,,microtubule binding,,,IEA,IPR030615 ,J:72247 
MGI:1349762,Dpysl3,dihydropyrimidinase-like 3,18,,filamin binding,,,ISO,Q14195 ,J:164563 
MGI:1349764,Dpysl4,dihydropyrimidinase-like 4,7,,filamin binding,,,ISO,O14531 ,J:164563 
MGI:1929772,Dpysl5,dihydropyrimidinase-like 5,5,,microtubule binding,,,IEA,IPR030626 ,J:72247 
MGI:1343297,Drg1,developmentally regulated GTP binding protein 1,11,,microtubule binding,,,ISO,Q9Y295 ,J:164563 
MGI:104627,Dst,dystonin,1,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:104627,Dst,dystonin,1,,cytoskeletal protein binding,,,IEA,IPR029926 ,J:72247 
MGI:104627,Dst,dystonin,1,,microtubule binding,,,IBA,PTN002753862 ,J:265628 
MGI:104627,Dst,dystonin,1,,microtubule binding,"happens in dorsal root ganglion,happens in sensory neuron",PR:Q91ZU6,IDA,,J:56502 
MGI:1929270,Dstn,destrin,2,,actin binding,,,IEA,IPR002108 ,J:72247 
MGI:1929270,Dstn,destrin,2,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1929270,Dstn,destrin,2,,actin filament binding,,,IDA,,J:233587 
MGI:1929270,Dstn,destrin,2,,actin filament binding,,,ISO,P60981 ,J:164563 
MGI:1919599,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related),11,,cytoskeletal protein binding,,,ISO,P51452 ,J:164563 
MGI:107743,Dync1i1,dynein cytoplasmic 1 intermediate chain 1,6,,microtubule binding,,,ISO,RGD:2512 ,J:155856 
MGI:107743,Dync1i1,dynein cytoplasmic 1 intermediate chain 1,6,,spectrin binding,,,ISO,O14576 ,J:199579 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,actin binding,,,ISO,Q13627 ,J:164563 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,cytoskeletal protein binding,,,ISO,Q13627 ,J:164563 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,tau protein binding,,,IPI,P10637 ,J:183209 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,tau protein binding,happens in brain,,IPI,P10637 ,J:128996 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,tubulin binding,,,ISO,Q13627 ,J:164563 
MGI:1349385,Dysf,dysferlin,6,,alpha-tubulin binding,,,IDA,,J:160150 J:182257 
MGI:1349385,Dysf,dysferlin,6,,alpha-tubulin binding,,,IPI,P05213 ,J:160150 
MGI:1349385,Dysf,dysferlin,6,,alpha-tubulin binding,,,IPI,P68368 ,J:160150 
MGI:1349385,Dysf,dysferlin,6,,microtubule binding,,,IDA,,J:160150 
MGI:95288,Eef2,eukaryotic translation elongation factor 2,10,,actin filament binding,,,ISO,RGD:61979 ,J:155856 
MGI:1914043,Efcab1,EF-hand calcium binding domain 1,16,,beta-tubulin binding,,,ISO,Q8T893 ,J:73065 
MGI:1919127,Efhc1,EF-hand domain (C-terminal) containing 1,1,,alpha-tubulin binding,,,IBA,PTN000250050 ,J:265628 
MGI:1919127,Efhc1,EF-hand domain (C-terminal) containing 1,1,,alpha-tubulin binding,,,ISO,Q5JVL4 ,J:164563 
MGI:95294,Egfr,epidermal growth factor receptor,11,,actin filament binding,,,ISO,P00533 ,J:164563 
MGI:108117,Emd,emerin,X,,actin binding,,,IBA,PTN001032280 ,J:265628 
MGI:108117,Emd,emerin,X,,actin binding,,,ISO,P50402 ,J:164563 
MGI:108117,Emd,emerin,X,,beta-tubulin binding,,,IBA,PTN001032280 ,J:265628 
MGI:108117,Emd,emerin,X,,beta-tubulin binding,,,ISO,P50402 ,J:164563 
MGI:1915769,Eml1,echinoderm microtubule associated protein like 1,12,,microtubule binding,,,IBA,PTN000347035 ,J:265628 
MGI:1915769,Eml1,echinoderm microtubule associated protein like 1,12,,microtubule binding,,,IDA,,J:211342 
MGI:1915769,Eml1,echinoderm microtubule associated protein like 1,12,,microtubule binding,,,ISO,O00423 ,J:164563 
MGI:1915769,Eml1,echinoderm microtubule associated protein like 1,12,,tubulin binding,,,ISO,O00423 ,J:164563 
MGI:1919455,Eml2,echinoderm microtubule associated protein like 2,7,,microtubule binding,,,IBA,PTN000347035 ,J:265628 
MGI:1919455,Eml2,echinoderm microtubule associated protein like 2,7,,microtubule binding,,,ISO,O95834 ,J:164563 
MGI:1919455,Eml2,echinoderm microtubule associated protein like 2,7,,tubulin binding,,,ISO,O95834 ,J:164563 
MGI:2387612,Eml3,echinoderm microtubule associated protein like 3,19,,microtubule binding,,,IBA,PTN000347035 ,J:265628 
MGI:1926048,Eml4,echinoderm microtubule associated protein like 4,17,,microtubule binding,,,IBA,PTN000347035 ,J:265628 
MGI:2442513,Eml5,echinoderm microtubule associated protein like 5,12,,microtubule binding,,,IBA,PTN000347035 ,J:265628 
MGI:2442895,Eml6,echinoderm microtubule associated protein like 6,11,,microtubule binding,,,IBA,PTN000347035 ,J:265628 
MGI:108360,Enah,ENAH actin regulator,1,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:109610,Enc1,ectodermal-neural cortex 1,13,,actin binding,,,IEA,IPR030562 ,J:72247 
MGI:109610,Enc1,ectodermal-neural cortex 1,13,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:95401,Epb41,erythrocyte membrane protein band 4.1,4,,actin binding,,,ISO,RGD:1564762 ,J:155856 
MGI:95401,Epb41,erythrocyte membrane protein band 4.1,4,,actin binding,,,ISS,,J:69890 
MGI:95401,Epb41,erythrocyte membrane protein band 4.1,4,,cytoskeletal protein binding,,,IEA,IPR000798 IPR007477 ,J:72247 
MGI:95401,Epb41,erythrocyte membrane protein band 4.1,4,,spectrin binding,,,ISO,D3ZIP3 ,J:199579 
MGI:95401,Epb41,erythrocyte membrane protein band 4.1,4,,spectrin binding,,,ISS,,J:69890 
MGI:103010,Epb41l1,erythrocyte membrane protein band 4.1 like 1,2,,actin binding,,,IEA,IPR008379 ,J:72247 
MGI:103010,Epb41l1,erythrocyte membrane protein band 4.1 like 1,2,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:103010,Epb41l1,erythrocyte membrane protein band 4.1 like 1,2,,cytoskeletal protein binding,,,IEA,IPR000798 IPR007477 ,J:72247 
MGI:103009,Epb41l2,erythrocyte membrane protein band 4.1 like 2,10,,actin binding,,,ISS,,J:69890 
MGI:103009,Epb41l2,erythrocyte membrane protein band 4.1 like 2,10,,cytoskeletal protein binding,,,IEA,IPR000798 IPR007477 ,J:72247 
MGI:103009,Epb41l2,erythrocyte membrane protein band 4.1 like 2,10,,spectrin binding,uses Sptbn5,,IDA,,J:142574 
MGI:103009,Epb41l2,erythrocyte membrane protein band 4.1 like 2,10,,spectrin binding,,,ISS,,J:69890 
MGI:103008,Epb41l3,erythrocyte membrane protein band 4.1 like 3,17,,actin binding,,,IEA,IPR008379 ,J:72247 
MGI:103008,Epb41l3,erythrocyte membrane protein band 4.1 like 3,17,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:103008,Epb41l3,erythrocyte membrane protein band 4.1 like 3,17,,cytoskeletal protein binding,,,IEA,IPR000798 IPR007477 ,J:72247 
MGI:103007,Epb41l4a,erythrocyte membrane protein band 4.1 like 4a,18,,cytoskeletal protein binding,,,IEA,IPR000798 ,J:72247 
MGI:1859149,Epb41l4b,erythrocyte membrane protein band 4.1 like 4b,4,,cytoskeletal protein binding,,,IEA,IPR000798 ,J:72247 
MGI:103006,Epb41l5,erythrocyte membrane protein band 4.1 like 5,1,,cytoskeletal protein binding,,,IEA,IPR000798 ,J:72247 
MGI:104684,Eps8,epidermal growth factor receptor pathway substrate 8,6,,actin binding,,,IBA,PTN000958212 ,J:265628 
MGI:104684,Eps8,epidermal growth factor receptor pathway substrate 8,6,,actin binding,,,IDA,,J:161597 J:196111 J:196125 
MGI:1914675,Eps8l1,EPS8-like 1,7,,actin binding,,,IBA,PTN000958212 ,J:265628 
MGI:1914675,Eps8l1,EPS8-like 1,7,,actin binding,,,ISO,Q8TE68 ,J:164563 
MGI:1914675,Eps8l1,EPS8-like 1,7,,actin filament binding,,,ISA,AY074931 ,J:90061 
MGI:2138828,Eps8l2,EPS8-like 2,7,,actin binding,,,IBA,PTN000958212 ,J:265628 
MGI:2138828,Eps8l2,EPS8-like 2,7,,actin binding,,,ISO,Q9H6S3 ,J:164563 
MGI:2138828,Eps8l2,EPS8-like 2,7,,actin filament binding,,,ISO,AY074929 ,J:90061 
MGI:2139743,Eps8l3,EPS8-like 3,3,,actin binding,,,IBA,PTN000958212 ,J:265628 
MGI:1925017,Ermn,"ermin, ERM-like protein",2,,actin binding,,,IEA,IPR008954 ,J:72247 
MGI:1925017,Ermn,"ermin, ERM-like protein",2,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1925017,Ermn,"ermin, ERM-like protein",2,,actin filament binding,,,IDA,,J:104529 
MGI:1861630,Espn,espin,4,,actin binding,,,IEA,IPR003124 IPR030233 ,J:72247 
MGI:1861630,Espn,espin,4,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1861630,Espn,espin,4,,actin filament binding,,,IBA,PTN001192625 ,J:265628 
MGI:1861630,Espn,espin,4,,actin filament binding,,,ISO,RGD:620652 ,J:155856 
MGI:2685402,Espnl,espin-like,1,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:2685402,Espnl,espin-like,1,,actin filament binding,,,IBA,PTN001192625 ,J:265628 
MGI:2685402,Espnl,espin-like,1,,actin filament binding,,,IDA,,J:236347 
MGI:1194884,Evl,Ena-vasodilator stimulated phosphoprotein,12,,actin binding,,,IEA,IPR017354 ,J:72247 
MGI:1194884,Evl,Ena-vasodilator stimulated phosphoprotein,12,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:98931,Ezr,ezrin,17,,actin binding,,,ISO,P15311 ,J:164563 
MGI:98931,Ezr,ezrin,17,,actin filament binding,,,ISO,P15311 ,J:164563 
MGI:98931,Ezr,ezrin,17,,cytoskeletal protein binding,,,IEA,IPR000798 ,J:72247 
MGI:98931,Ezr,ezrin,17,,microtubule binding,,,ISO,P15311 ,J:164563 
MGI:95476,Fabp3,"fatty acid binding protein 3, muscle and heart",4,,cytoskeletal protein binding,,,ISO,P05413 ,J:164563 
MGI:1919128,Fam83d,"family with sequence similarity 83, member D",2,,kinesin binding,,,ISO,Q9H4H8 ,J:164563 
MGI:1919128,Fam83d,"family with sequence similarity 83, member D",2,,microtubule binding,,,ISO,Q9H4H8 ,J:164563 
MGI:3041256,Fam107a,"family with sequence similarity 107, member A",14,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1918813,Fam110c,"family with sequence similarity 110, member C",12,,alpha-tubulin binding,,,IBA,PTN001028025 ,J:265628 
MGI:1918813,Fam110c,"family with sequence similarity 110, member C",12,,alpha-tubulin binding,,,ISO,Q1W6H9 ,J:164563 
MGI:1921123,Fam161a,"family with sequence similarity 161, member A",11,,microtubule binding,,,ISO,Q3B820 ,J:164563 
MGI:2446173,Farp1,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)",14,,cytoskeletal protein binding,,,IEA,IPR000798 ,J:72247 
MGI:2385126,Farp2,"FERM, RhoGEF and pleckstrin domain protein 2",1,,cytoskeletal protein binding,,,IEA,IPR000798 ,J:72247 
MGI:1921452,Fblim1,filamin binding LIM protein 1,4,,filamin binding,,,IBA,PTN002794471 ,J:265628 
MGI:1921452,Fblim1,filamin binding LIM protein 1,4,,filamin binding,,,ISO,Q8WUP2 ,J:164563 
MGI:1914072,Fbxo25,F-box protein 25,8,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1921265,Fcho1,FCH domain only 1,8,,cytoskeletal protein binding,,,IBA,PTN002747256 ,J:265628 
MGI:3505790,Fcho2,FCH domain only 2,13,,cytoskeletal protein binding,,,IBA,PTN002747256 ,J:265628 
MGI:105917,Fer,fer (fms/fps related) protein kinase,17,,actin binding,,,ISO,RGD:1306273 ,J:155856 
MGI:105917,Fer,fer (fms/fps related) protein kinase,17,,cytoskeletal protein binding,,,ISO,RGD:1306273 ,J:155856 
MGI:2443583,Fermt1,fermitin family member 1,2,,actin filament binding,happens in fibroblast|happens in keratinocyte,,IDA,,J:114381 
MGI:2385001,Fermt2,fermitin family member 2,14,,actin filament binding,happens in fibroblast|happens in keratinocyte,,IDA,,J:114381 
MGI:95514,Fes,feline sarcoma oncogene,7,,microtubule binding,,,IDA,,J:86779 
MGI:2670976,Fez1,fasciculation and elongation protein zeta 1 (zygin I),9,,gamma-tubulin binding,,,IDA,,J:96395 
MGI:2183747,Fgd4,"FYVE, RhoGEF and PH domain containing 4",16,,actin binding,,,ISO,O88387 ,J:78214 
MGI:2183747,Fgd4,"FYVE, RhoGEF and PH domain containing 4",16,,actin filament binding,,,ISO,RGD:708357 ,J:155856 
MGI:109178,Fgf13,fibroblast growth factor 13,X,,beta-tubulin binding,,,IDA,,J:186253 
MGI:109178,Fgf13,fibroblast growth factor 13,X,,microtubule binding,,,IDA,,J:186253 
MGI:2684972,Fhdc1,FH2 domain containing 1,3,,actin binding,,,IDA,,J:265596 
MGI:2684972,Fhdc1,FH2 domain containing 1,3,,microtubule binding,,,IDA,,J:265596 
MGI:1341092,Fhl3,four and a half LIM domains 3,4,,actin binding,,,IBA,PTN000654059 ,J:265628 
MGI:1341092,Fhl3,four and a half LIM domains 3,4,,actin binding,,,IDA,,J:84103 
MGI:2679008,Fhod1,formin homology 2 domain containing 1,8,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1925847,Fhod3,formin homology 2 domain containing 3,18,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:95543,Fkbp4,FK506 binding protein 4,6,,tau protein binding,,,ISO,RGD:628729 ,J:155856 
MGI:2444782,Fkbp15,FK506 binding protein 15,4,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1342286,Flii,flightless I actin binding protein,11,,actin binding,,,ISO,Q13045 ,J:164563 
MGI:1342286,Flii,flightless I actin binding protein,11,,actin filament binding,,,IEA,IPR007122 ,J:72247 
MGI:95556,Flna,"filamin, alpha",X,,actin binding,,,TAS,,J:51716 
MGI:95556,Flna,"filamin, alpha",X,,actin filament binding,,,ISO,P21333 ,J:164563 
MGI:2446089,Flnb,"filamin, beta",14,,actin binding,,,IEA,IPR029874 ,J:72247 
MGI:2446089,Flnb,"filamin, beta",14,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:95557,Flnc,"filamin C, gamma",6,,actin binding,,,TAS,,J:18473 
MGI:95557,Flnc,"filamin C, gamma",6,,ankyrin binding,,,ISO,Q14315 ,J:164563 
MGI:95557,Flnc,"filamin C, gamma",6,,ankyrin binding,,,ISO,RGD:1308807 ,J:155856 
MGI:95557,Flnc,"filamin C, gamma",6,,cytoskeletal protein binding,,,ISO,Q14315 ,J:164563 
MGI:101815,Fmn1,formin 1,2,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:101815,Fmn1,formin 1,2,,microtubule binding,,,IBA,PTN001771547 ,J:265628 
MGI:101815,Fmn1,formin 1,2,,microtubule binding,,PR:Q05860-2,IDA,,J:107893 
MGI:1859252,Fmn2,formin 2,1,,actin binding,,,ISO,Q9NZ56 ,J:164563 
MGI:1859252,Fmn2,formin 2,1,,microtubule binding,,,IEA,IPR001265 ,J:72247 
MGI:1888994,Fmnl1,formin-like 1,11,,actin binding,,,IEA,IPR010472 IPR010473 ,J:72247 
MGI:1888994,Fmnl1,formin-like 1,11,,actin filament binding,,,IBA,PTN002509302 ,J:265628 
MGI:1888994,Fmnl1,formin-like 1,11,,actin filament binding,,,IDA,,J:184956 
MGI:1918659,Fmnl2,formin-like 2,2,,actin binding,,,IEA,IPR010472 IPR010473 ,J:72247 
MGI:1918659,Fmnl2,formin-like 2,2,,actin filament binding,,,IBA,PTN002509302 ,J:265628 
MGI:109569,Fmnl3,formin-like 3,15,,actin binding,,,IEA,IPR010472 IPR010473 ,J:72247 
MGI:109569,Fmnl3,formin-like 3,15,,actin filament binding,,,IBA,PTN002509302 ,J:265628 
MGI:95564,Fmr1,fragile X mental retardation 1,X,,microtubule binding,,,IDA,,J:132042 J:137197 
MGI:104683,Fnta,"farnesyltransferase, CAAX box, alpha",8,,alpha-tubulin binding,,,ISO,P49354 ,J:164563 
MGI:104683,Fnta,"farnesyltransferase, CAAX box, alpha",8,,microtubule binding,,,ISO,P49354 ,J:164563 
MGI:893597,Frg1,FSHD region gene 1,8,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:893597,Frg1,FSHD region gene 1,8,,actin filament binding,,,IBA,PTN000309119 ,J:265628 
MGI:2442466,Frmd3,FERM domain containing 3,4,,cytoskeletal protein binding,,,IEA,IPR000798 ,J:72247 
MGI:2442557,Frmd5,FERM domain containing 5,2,,cytoskeletal protein binding,,,IEA,IPR000798 ,J:72247 
MGI:1352745,Fscn1,fascin actin-bundling protein 1,5,,actin binding,,,ISO,Q16658 ,J:164563 
MGI:1352745,Fscn1,fascin actin-bundling protein 1,5,,actin binding,,,ISO,RGD:1583309 ,J:155856 
MGI:1352745,Fscn1,fascin actin-bundling protein 1,5,,actin filament binding,,,IBA,PTN000058080 ,J:265628 
MGI:1352745,Fscn1,fascin actin-bundling protein 1,5,,actin filament binding,,,IMP,,J:128283 
MGI:1352745,Fscn1,fascin actin-bundling protein 1,5,,actin filament binding,,,ISO,Q16658 ,J:128283 J:164563 
MGI:2443337,Fscn2,fascin actin-bundling protein 2,11,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:2443337,Fscn2,fascin actin-bundling protein 2,11,,actin filament binding,,,IBA,PTN000058080 ,J:265628 
MGI:1890386,Fscn3,fascin actin-bundling protein 3,6,,actin binding,,,ISA,Q61553 ,J:75979 
MGI:1890386,Fscn3,fascin actin-bundling protein 3,6,,actin filament binding,,,IBA,PTN000058080 ,J:265628 
MGI:1934858,Fsd1,fibronectin type 3 and SPRY domain-containing protein,17,,microtubule binding,,,ISO,Q9BTV5 ,J:164563 
MGI:1339962,Ftcd,formiminotransferase cyclodeaminase,10,,microtubule binding,,,ISO,RGD:70915 ,J:155856 
MGI:1339962,Ftcd,formiminotransferase cyclodeaminase,10,,microtubule binding,,,ISO,O95954 ,J:164563 
MGI:1353633,Fus,fused in sarcoma,7,,myosin V binding,,,ISO,RGD:1308864 ,J:155856 
MGI:1889273,Fxyd1,FXYD domain-containing ion transport regulator 1,7,,myosin binding,,,ISO,RGD:69306 ,J:155856 
MGI:1201785,Fxyd5,FXYD domain-containing ion transport regulator 5,7,,actin binding,,,ISO,Q96DB9 ,J:164563 
MGI:95602,Fyn,Fyn proto-oncogene,10,,alpha-tubulin binding,"happens in oligodendrocyte,happens near membrane raft",,IDA,,J:74532 
MGI:95602,Fyn,Fyn proto-oncogene,10,,tau protein binding,"happens in oligodendrocyte,happens near membrane raft,positively regulates glial cell projection elongation",,IPI,P10637 ,J:74532 
MGI:95602,Fyn,Fyn proto-oncogene,10,,tubulin binding,,,IDA,,J:74532 
MGI:1861742,Gabarap,gamma-aminobutyric acid receptor associated protein,11,,beta-tubulin binding,,,ISO,O95166 ,J:164563 
MGI:1861742,Gabarap,gamma-aminobutyric acid receptor associated protein,11,,microtubule binding,,,IBA,PTN000861056 ,J:265628 
MGI:1861742,Gabarap,gamma-aminobutyric acid receptor associated protein,11,,microtubule binding,,,IDA,,J:63439 
MGI:1914980,Gabarapl1,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,6,,cytoskeletal protein binding,,,ISA,AF161586 ,J:70090 
MGI:1914980,Gabarapl1,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,6,,microtubule binding,,,IBA,PTN000861056 ,J:265628 
MGI:1890602,Gabarapl2,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2,8,,microtubule binding,,,IBA,PTN000861056 ,J:265628 
MGI:95640,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,6,,microtubule binding,,,ISO,RGD:2661 ,J:155856 
MGI:95657,Gas2,growth arrest specific 2,7,,microtubule binding,,,IEA,IPR003108 IPR036534 ,J:72247 
MGI:1926176,Gas2l1,growth arrest-specific 2 like 1,11,,cytoskeletal adaptor activity,,,ISO,Q99501 ,J:164563 
MGI:1926176,Gas2l1,growth arrest-specific 2 like 1,11,,cytoskeletal adaptor activity,,,ISS,Q99501-1 ,J:92365 
MGI:1926176,Gas2l1,growth arrest-specific 2 like 1,11,,microtubule binding,,,ISO,Q99501 ,J:164563 
MGI:1926176,Gas2l1,growth arrest-specific 2 like 1,11,,microtubule binding,,,ISS,Q99501-1 ,J:92365 
MGI:3652048,Gas2l2,growth arrest-specific 2 like 2,11,,actin filament binding,,,ISO,Q8NHY3 ,J:164563 
MGI:3652048,Gas2l2,growth arrest-specific 2 like 2,11,,cytoskeletal adaptor activity,,,ISO,Q8NHY3 ,J:164563 
MGI:3652048,Gas2l2,growth arrest-specific 2 like 2,11,,microtubule binding,,,ISO,Q8NHY3 ,J:164563 
MGI:1918780,Gas2l3,growth arrest-specific 2 like 3,10,,actin binding,,,ISO,Q86XJ1 ,J:164563 
MGI:1918780,Gas2l3,growth arrest-specific 2 like 3,10,,microtubule binding,,,ISO,Q86XJ1 ,J:164563 
MGI:1202388,Gas7,growth arrest specific 7,11,,actin filament binding,,,IDA,,J:74778 
MGI:1202388,Gas7,growth arrest specific 7,11,,cytoskeletal protein binding,,,IBA,PTN002747256 ,J:265628 
MGI:1202386,Gas8,growth arrest specific 8,8,,microtubule binding,,,IDA,,J:233581 
MGI:95669,Gc,vitamin D binding protein,5,,actin binding,,,ISO,P02774 ,J:164563 
MGI:102969,Gcsam,"germinal center associated, signaling and motility",16,,actin binding,,,ISO,Q8N6F7 ,J:164563 
MGI:102969,Gcsam,"germinal center associated, signaling and motility",16,,myosin II binding,,,ISO,Q8N6F7 ,J:164563 
MGI:1926252,Gipc1,"GIPC PDZ domain containing family, member 1",8,,actin binding,,,IPI,P68134 ,J:103917 
MGI:1926252,Gipc1,"GIPC PDZ domain containing family, member 1",8,,myosin binding,,,IPI,Q14784 ,J:112916 
MGI:95713,Gja1,"gap junction protein, alpha 1",10,,alpha-tubulin binding,,,ISO,P17302 ,J:164563 
MGI:95713,Gja1,"gap junction protein, alpha 1",10,,beta-tubulin binding,happens in brain,,IDA,,J:90107 
MGI:95713,Gja1,"gap junction protein, alpha 1",10,,tubulin binding,,,ISO,P17302 ,J:164563 
MGI:107588,Gjb6,"gap junction protein, beta 6",14,,actin filament binding,,,ISO,O95452 ,J:164563 
MGI:107588,Gjb6,"gap junction protein, beta 6",14,,beta-tubulin binding,,,ISO,O95452 ,J:164563 
MGI:107588,Gjb6,"gap junction protein, beta 6",14,,microtubule binding,,,ISO,O95452 ,J:164563 
MGI:95727,Gli1,GLI-Kruppel family member GLI1,10,,microtubule binding,,,IDA,,J:72866 
MGI:3646257,Gm4869,predicted gene 4869,5,,microtubule binding,,,IBA,PTN000648413 ,J:265628 
MGI:1927133,Gmfb,"glia maturation factor, beta",14,,actin binding,,,IEA,IPR002108 ,J:72247 
MGI:1927135,Gmfg,"glia maturation factor, gamma",7,,actin binding,,,IEA,IPR002108 ,J:72247 
MGI:95777,Gnas,"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus",2,,alpha-tubulin binding,,,ISO,RGD:2716 ,J:155856 
MGI:95781,Gnb1,"guanine nucleotide binding protein (G protein), beta 1",4,,spectrin binding,,,ISO,P54311 ,J:199579 
MGI:95785,Gnb3,"guanine nucleotide binding protein (G protein), beta 3",6,,spectrin binding,,,ISO,P52287 ,J:199579 
MGI:2139395,Golga2,"golgi autoantigen, golgin subfamily a, 2",2,,microtubule binding,,,ISO,Q08379 ,J:164563 
MGI:109602,Gphn,gephyrin,12,,cytoskeletal protein binding,,,TAS,,J:58210 
MGI:95808,Gria1,"glutamate receptor, ionotropic, AMPA1 (alpha 1)",11,,myosin V binding,,,ISO,RGD:621531 ,J:155856 
MGI:95809,Gria2,"glutamate receptor, ionotropic, AMPA2 (alpha 2)",3,,cytoskeletal protein binding,,,ISO,RGD:61862 ,J:155856 
MGI:1861437,Gsk3b,glycogen synthase kinase 3 beta,16,,dynactin binding,,,ISO,P49841 ,J:164563 
MGI:1861437,Gsk3b,glycogen synthase kinase 3 beta,16,,tau protein binding,,,ISO,RGD:70982 ,J:155856 
MGI:95851,Gsn,gelsolin,2,,actin binding,,,ISO,RGD:1303089 ,J:155856 
MGI:95851,Gsn,gelsolin,2,,actin binding,,,ISO,P06396 ,J:164563 
MGI:95851,Gsn,gelsolin,2,,actin filament binding,,,IEA,IPR007122 ,J:72247 
MGI:95851,Gsn,gelsolin,2,,myosin II binding,,,ISO,P06396 ,J:164563 
MGI:1261831,Hap1,huntingtin-associated protein 1,11,,myosin binding,,,IBA,PTN001039683 ,J:265628 
MGI:1261794,Haus4,"HAUS augmin-like complex, subunit 4",14,,microtubule minus-end binding,,,IBA,PTN001045138 ,J:265628 
MGI:1920988,Haus7,"HAUS augmin-like complex, subunit 7",X,,microtubule minus-end binding,,,IBA,PTN001425435 ,J:265628 
MGI:1923728,Haus8,"4HAUS augmin-like complex, subunit 8",8,,microtubule binding,,,IBA,PTN001274055 ,J:265628 
MGI:104568,Hcls1,hematopoietic cell specific Lyn substrate 1,16,,actin binding,,,IEA,IPR028534 ,J:72247 
MGI:104568,Hcls1,hematopoietic cell specific Lyn substrate 1,16,,actin filament binding,,,IBA,PTN000850943 ,J:265628 
MGI:1333752,Hdac6,histone deacetylase 6,X,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1333752,Hdac6,histone deacetylase 6,X,,alpha-tubulin binding,,,IDA,,J:182257 
MGI:1333752,Hdac6,histone deacetylase 6,X,,alpha-tubulin binding,,,ISO,Q9UBN7 ,J:164563 
MGI:1333752,Hdac6,histone deacetylase 6,X,,beta-tubulin binding,,,IDA,,J:82250 
MGI:1333752,Hdac6,histone deacetylase 6,X,,microtubule binding,,,IDA,,J:163064 
MGI:1333752,Hdac6,histone deacetylase 6,X,,microtubule binding,,,ISO,Q9UBN7 ,J:164563 
